cause_name,_id,cause_id
"ObjectID(""647775723de912b9071368c7"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368c8"")"
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368c9"")"
"ObjectID(""647775723de912b9071368ca"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368cb"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368cc"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368cd"")"
"ObjectID(""647775723de912b9071368ce"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368cf"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d1"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d2"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d3"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d4"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071368d5"")",491
"ObjectID(""647775723de912b9071368d6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d7"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d8"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368d9"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368da"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368db"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368dc"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368dd"")"
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368de"")"
"ObjectID(""647775723de912b9071368df"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368e0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368e1"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071368e2"")",491
Cardiovascular diseases,"ObjectID(""647775723de912b9071368e3"")",491
"ObjectID(""647775723de912b9071368e4"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368e5"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368e6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368e7"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368e8"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368e9"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368ea"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368eb"")"
"ObjectID(""647775723de912b9071368ec"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368ed"")"
"ObjectID(""647775723de912b9071368ee"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368ef"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f1"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f2"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f3"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f4"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f5"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368f7"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071368f8"")"
"ObjectID(""647775723de912b9071368f9"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368fa"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368fb"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368fc"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368fd"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368fe"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071368ff"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136900"")",491
"ObjectID(""647775723de912b907136901"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136902"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136903"")"
"ObjectID(""647775723de912b907136904"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136905"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136906"")"
"ObjectID(""647775723de912b907136907"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136908"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136909"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713690a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713690b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713690c"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b90713690d"")",491
"ObjectID(""647775723de912b90713690e"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b90713690f"")",491
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136910"")"
"ObjectID(""647775723de912b907136911"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136912"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136913"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136914"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136915"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136916"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136917"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136918"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136919"")"
"ObjectID(""647775723de912b90713691a"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b90713691b"")",491
491,Cardiovascular diseases,"ObjectID(""647775723de912b90713691c"")"
"ObjectID(""647775723de912b90713691d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713691e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713691f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136920"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136921"")",491
"ObjectID(""647775723de912b907136922"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136923"")",491
"ObjectID(""647775723de912b907136924"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136925"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136926"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136927"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136928"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136929"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713692a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713692b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713692c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713692d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713692e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713692f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136930"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136931"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136932"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136933"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136934"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136935"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136936"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136937"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136938"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136939"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713693a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713693b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713693c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713693d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713693e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713693f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136940"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136941"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136942"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136943"")",491
"ObjectID(""647775723de912b907136944"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136945"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136946"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136947"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136948"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136949"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713694a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713694b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713694c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713694d"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b90713694e"")"
"ObjectID(""647775723de912b90713694f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136950"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136951"")",491
"ObjectID(""647775723de912b907136952"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136953"")",491
"ObjectID(""647775723de912b907136954"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136955"")",491
"ObjectID(""647775723de912b907136956"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136957"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136958"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136959"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713695a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713695b"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b90713695c"")"
Cardiovascular diseases,"ObjectID(""647775723de912b90713695d"")",491
"ObjectID(""647775723de912b90713695e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713695f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136960"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136961"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136962"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136963"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136964"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136965"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136966"")"
Cardiovascular diseases,"ObjectID(""647775723de912b907136967"")",491
"ObjectID(""647775723de912b907136968"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136969"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713696a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713696b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713696c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713696d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713696e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713696f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136970"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136971"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136972"")",491
"ObjectID(""647775723de912b907136973"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136974"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136975"")",491
"ObjectID(""647775723de912b907136976"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136977"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136978"")",491
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136979"")"
"ObjectID(""647775723de912b90713697a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713697b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713697c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713697d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713697e"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b90713697f"")",491
"ObjectID(""647775723de912b907136980"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136981"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136982"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136983"")",491
"ObjectID(""647775723de912b907136984"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136985"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136986"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136987"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136988"")",491
Cardiovascular diseases,"ObjectID(""647775723de912b907136989"")",491
"ObjectID(""647775723de912b90713698a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713698b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713698c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713698d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713698e"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b90713698f"")"
"ObjectID(""647775723de912b907136990"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136991"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136992"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136993"")"
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136994"")"
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136995"")"
"ObjectID(""647775723de912b907136996"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136997"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136998"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136999"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713699a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713699b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713699c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713699d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713699e"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b90713699f"")",491
"ObjectID(""647775723de912b9071369a0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369a1"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369a2"")",491
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369a3"")"
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369a4"")"
"ObjectID(""647775723de912b9071369a5"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369a6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369a7"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369a8"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369a9"")",491
"ObjectID(""647775723de912b9071369aa"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369ab"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369ac"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369ad"")",491
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369ae"")"
"ObjectID(""647775723de912b9071369af"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369b0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369b1"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369b2"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369b3"")"
"ObjectID(""647775723de912b9071369b4"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369b5"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369b6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369b7"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369b8"")",491
"ObjectID(""647775723de912b9071369b9"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369ba"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369bb"")",491
"ObjectID(""647775723de912b9071369bc"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369bd"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369be"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369bf"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369c0"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369c1"")",491
Cardiovascular diseases,"ObjectID(""647775723de912b9071369c2"")",491
"ObjectID(""647775723de912b9071369c3"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369c4"")"
"ObjectID(""647775723de912b9071369c5"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369c6"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369c7"")"
Cardiovascular diseases,"ObjectID(""647775723de912b9071369c8"")",491
"ObjectID(""647775723de912b9071369c9"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369ca"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369cb"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369cc"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369cd"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369ce"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369cf"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369d0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369d1"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369d2"")",491
"ObjectID(""647775723de912b9071369d3"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369d4"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369d5"")"
"ObjectID(""647775723de912b9071369d6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369d7"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369d8"")"
"ObjectID(""647775723de912b9071369d9"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369da"")",491
"ObjectID(""647775723de912b9071369db"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369dc"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369dd"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369de"")",491
"ObjectID(""647775723de912b9071369df"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369e0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369e1"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369e2"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369e3"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369e4"")"
Cardiovascular diseases,"ObjectID(""647775723de912b9071369e5"")",491
"ObjectID(""647775723de912b9071369e6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369e7"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369e8"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369e9"")",491
"ObjectID(""647775723de912b9071369ea"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369eb"")"
"ObjectID(""647775723de912b9071369ec"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369ed"")"
"ObjectID(""647775723de912b9071369ee"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369ef"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369f0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369f1"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369f2"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369f3"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369f4"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369f5"")"
"ObjectID(""647775723de912b9071369f6"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369f7"")",491
"ObjectID(""647775723de912b9071369f8"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369f9"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369fa"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369fb"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071369fc"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071369fd"")",491
"ObjectID(""647775723de912b9071369fe"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071369ff"")"
"ObjectID(""647775723de912b907136a00"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a01"")"
"ObjectID(""647775723de912b907136a02"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a03"")"
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a04"")"
Cardiovascular diseases,"ObjectID(""647775723de912b907136a05"")",491
"ObjectID(""647775723de912b907136a06"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136a07"")",491
Cardiovascular diseases,"ObjectID(""647775723de912b907136a08"")",491
Cardiovascular diseases,"ObjectID(""647775723de912b907136a09"")",491
"ObjectID(""647775723de912b907136a0a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a0b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a0c"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a0d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a0e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a0f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a10"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a11"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a12"")"
"ObjectID(""647775723de912b907136a13"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a14"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a15"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a16"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a17"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a18"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a19"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a1a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a1b"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a1c"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a1d"")"
"ObjectID(""647775723de912b907136a1e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a1f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a20"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a21"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a22"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a23"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a24"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a25"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a26"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a27"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a28"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136a29"")",491
"ObjectID(""647775723de912b907136a2a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a2b"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136a2c"")",491
"ObjectID(""647775723de912b907136a2d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a2e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a2f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a30"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136a31"")",491
"ObjectID(""647775723de912b907136a32"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a33"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a34"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a35"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a36"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a37"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a38"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a39"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a3a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a3b"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a3c"")"
"ObjectID(""647775723de912b907136a3d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a3e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a3f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a40"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a41"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a42"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a43"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a44"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a45"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a46"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a47"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a48"")"
Cardiovascular diseases,"ObjectID(""647775723de912b907136a49"")",491
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a4a"")"
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a4b"")"
"ObjectID(""647775723de912b907136a4c"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a4d"")"
"ObjectID(""647775723de912b907136a4e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a4f"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a50"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a51"")"
"ObjectID(""647775723de912b907136a52"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a53"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a54"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a55"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a56"")",491,Cardiovascular diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907136a57"")"
"ObjectID(""647775723de912b907136a58"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a59"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a5a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907136a5b"")",491,Cardiovascular diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907136a5c"")",491
Cardiovascular diseases,"ObjectID(""647775723de912b907136a5d"")",491
